===,
City of Quincy v. Jackson
City of Rancho Palos Verdes v. Abrams
City of Richmond v. J.A. Croson Co.
City of Richmond v. United States
City of Sherrill v. Oneida Indian Nation of New York
City of St. Louis v. Myers
City of Walla Walla v. Walla Walla Water Co.
Civil Rights Cases
Clapper v. Amnesty International USA
Clark v. Arizona
Clark v. Community for Creative Non-Violence
Clark v. Martinez
Class v. United States
Clawson v. United States
"Clay v. Sun Insurance Office, Ltd."
Clay v. United States
Clearfield Trust Co. v. United States
Clerke v. Harwood
Cleveland Board of Education v. LaFleur
Cleveland Board of Education v. Loudermill
Cleveland Terminal and Valley R. Co. v. Cleveland S. S. Co.
Cleveland v. United States (1946)
Cleveland v. United States (2000)
Clinton v. City of New York
Clinton v. Jones
Coates v. City of Cincinnati
Cochrane v. Deener
"Coeur Alaska, Inc. v. Southeast Alaska Conservation Council"
Coffin v. United States
Cohen v. Beneficial Industrial Loan Corp.
Cohen v. California
Cohen v. Cowles Media Co.
Cohens v. Virginia
Coit v. Green
Coker v. Georgia
Colautti v. Franklin
Cole v. City of La Grange
Colegrove v. Green
Coleman v. Miller
Coleman v. Tollefson
Colgrove v. Battin
Collector v. Day
College Savings Bank v. Florida Prepaid Postsecondary Education Expense Board
Collet v. Collet
Collins v. Virginia
Collins v. Yellen
Collins v. Yosemite Park & Curry Co.
Talk:Colorado Caucus
Colorado River Water Conservation District v. United States
Colorado v. Bannister
Colorado v. Bertine
Colorado v. Connelly
Colorado v. Spring
Comcast Corp. v. Behrend
Comcast v. National Association of African-American-Owned Media
"Commil USA, LLC v. Cisco Systems, Inc."
Commissioner v. Banks
Commissioner v. Duberstein
"Commissioner v. First Security Bank of Utah, N.A."
Commissioner v. Flowers
Commissioner v. Glenshaw Glass Co.
Commissioner v. Groetzinger
Commissioner v. Idaho Power Co.
Commissioner v. Indianapolis Power & Light Co.
Commissioner v. Kowalski
Commissioner v. LoBue
Commissioner v. Soliman
Commissioner v. Sunnen
Commissioner v. Tufts
Commissioner v. Wodehouse
Commodity Futures Trading Commission v. Schor
Commonwealth Edison Co. v. Montana
Communications Workers of America v. Beck
Communist Party of Indiana v. Whitcomb
Communist Party v. Subversive Activities Control Board
Community for Creative Non-Violence v. Reid
Compagnie Francaise de Navigation a Vapeur v. Louisiana Board of Health
"Compco Corp. v. Day-Brite Lighting, Inc."
"Complete Auto Transit, Inc. v. Brady"
Comptroller of the Treasury of Maryland v. Wynne
Concepcion v. United States
Cone v. Bell
Conley v. Gibson
Connally v. General Construction Co.
Connecticut Department of Public Safety v. Doe
Connecticut General Life Insurance Co. v. Johnson
Connecticut National Bank v. Germain
Connecticut v. Doehr
Connick v. Myers
Connick v. Thompson
Consolidated Edison Co. v. Public Service Commission
Consolidated Safety-Valve Co. v. Crosby Steam Gauge & Valve Co.
"Consumer Financial Protection Bureau v. Community Financial Services Association of America, Limited"
Continental Paper Bag Co. v. Eastern Paper Bag Co.
"Continental Television, Inc. v. GTE Sylvania, Inc."
Cook v. Gralike
Cooley v. Board of Wardens
Coolidge v. New Hampshire
Coon v. Wilson
"Cooper Industries, Inc. v. Leatherman Tool Group, Inc."
Cooper Manufacturing Co. v. Ferguson
Cooper v. Aaron
Cooper v. Harris
Cooper v. Oklahoma
Cooper v. Pate
Coppage v. Kansas
Copperweld Corp. v. Independence Tube Corp.
Corcoran v. Levenhagen
Corn Products Refining Co. v. Commissioner
Corporation of Presiding Bishop of Church of Jesus Christ of Latter-day Saints v. Amos
Correctional Services Corp. v. Malesko
Corrigan v. Buckley
Cort v. Ash
"Costco Wholesale Corp. v. Omega, S. A."
Cottage Savings Ass'n v. Commissioner
Cotton Petroleum Corp. v. New Mexico
Counselman v. Hitchcock
Counterman v. Colorado
County of Allegheny v. American Civil Liberties Union
County of Maui v. Hawaii Wildlife Fund
County of Riverside v. McLaughlin
County of Sacramento v. Lewis
County of Washington v. Gunther
Course v. Stead
Cox Broadcasting Corp. v. Cohn
Cox v. Louisiana
Cox v. New Hampshire
Cox v. United States (1947)
Coyle v. Smith
Craig v. Boren
Craig v. Radford
Cramer v. United States
Crandall v. Nevada
Crane v. Commissioner
Crawford v. Marion County Election Board
Crawford v. Nashville
Crawford v. Washington
Credit Suisse Securities (USA) LLC v. Billing
Credit Suisse Securities (USA) LLC v. Simmonds
Crooker v. California
Crosby v. National Foreign Trade Council
Cross v. United States (1871)
Cross v. United States (1916)
Crowell v. Benson
"CRST Van Expedited, Inc. v. EEOC"
Cruz v. Arizona
Cruz v. Beto
Cruz v. New York
"Cruzan v. Director, Missouri Department of Health"
Cumming v. Richmond County Board of Education
"Cummings v. Premier Rehab Keller, P.L.L.C."
Cunningham v. California
"Cuomo v. Clearing House Ass'n, L.L.C."
Cupp v. Murphy
Curtis Publishing Co. v. Butts
Cutter v. Wilkinson
"Cyan, Inc. v. Beaver County Employees Retirement Fund"
Dada v. Mukasey
Daimler AG v. Bauman
DaimlerChrysler Corp. v. Cuno
Dakota County v. Glidden
Dallas v. Stanglin
Dalton v. Specter
Dames & Moore v. Regan
"Dan's City Used Cars, Inc. v. Pelkey"
Dandridge v. Williams
Daniels v. United States
Dann v. Johnston
Darby v. Cisneros
Dart Cherokee Basin Operating Co. v. Owens
Dartmouth College v. Woodward
Dastar Corp. v. Twentieth Century Fox Film Corp.
"Daubert v. Merrell Dow Pharmaceuticals, Inc."
Davenport v. Dows
Davenport v. Washington Education Ass'n
Davidson v. City of New Orleans
Davis v. Alexander
Davis v. Ayala
Davis v. Bandemer
Davis v. Beason
Davis v. County School Board of Prince Edward County
Davis v. FEC
Davis v. Mann
Davis v. Massachusetts
Davis v. Michigan
Davis v. United States (1895)
Davis v. United States (1990)
Davis v. United States (1994)
Davis v. United States (2011)
Davis v. Washington
Davison v. Von Lingen
Dawson Chemical Co. v. Rohm & Haas Co.
Dawson v. Delaware
Day v. McDonough
De Canas v. Bica
De Jonge v. Oregon
De Sylva v. Ballentine
De Veau v. Braisted
Dean Milk Co. v. City of Madison
Dean v. United States
Dean Witter Reynolds Inc. v. Byrd
DeBoer v. Snyder
Debs v. United States
Deck v. Missouri
DeFunis v. Odegaard
DeJonge and Co. v. Breuker & Kessler Co.
Delaware Tribal Business Committee v. Weeks
Delaware v. Pennsylvania
Delaware v. Prouse
DeLima v. Bidwell
Dennis v. Sparks
Dennis v. United States
Dent v. West Virginia
Department of Agriculture v. Moreno
Department of Commerce v. New York
Department of Homeland Security v. Regents of the University of California
Department of Homeland Security v. Thuraissigiam
Department of Justice v. House Committee on the Judiciary
Department of Justice v. Landano
Department of Revenue of Kentucky v. Davis
Department of the Interior v. Klamath Water Users Protective Ass'n
Department of Transportation v. Association of American Railroads
Department of Transportation v. Public Citizen
"Department of Treasury, Bureau of Alcohol, Tobacco & Firearms v. Galioto"
DePierre v. United States
Descamps v. United States
DeShaney v. Winnebago County
Devenpeck v. Alford
Dewhurst v. Coulthard
Dial v. Fontaine
Diamond v. Chakrabarty
Diamond v. Charles
Diamond v. Diehr
"Dice v. Akron, Canton & Youngstown R. Co."
Dickerson v. United States
Dickinson v. United States
Dickinson v. Zurko
Dietz v. Bouldin
"Digital Realty Trust, Inc. v. Somers"
Dillon v. Gloss
Direct Marketing Ass'n v. Brohl
Director of Revenue of Missouri v. CoBank ACB
"DIRECTV, Inc. v. Imburgia"
District Attorney's Office v. Osborne
District of Columbia Court of Appeals v. Feldman
District of Columbia v. Heller
District of Columbia v. John R. Thompson Co.
District of Columbia v. Wesby
Dixon v. United States
Dobbs v. Jackson Women's Health Organization
Dobson v. Commissioner
Doe v. Bolton
Doe v. Chao
Doe v. Commonwealth's Attorney of Richmond
Doe v. Reed
Doggett v. United States
Dolan v. City of Tigard
Dolan v. United States Postal Service
Dollar General Corp. v. Mississippi Band of Choctaw Indians
Dombrowski v. Pfister
"Domino's Pizza, Inc. v. McDonald"
Dorsey v. United States
Dothard v. Rawlinson
Douglas v. California
Douglas v. City of Jeannette
Douglas v. Cunningham
Dow Chemical Co. v. United States
Dowling v. United States (1985)
Downes v. Bidwell
Doyle v. Mitchell Bros. Co.
Doyle v. Ohio
Dr. Miles Medical Co. v. John D. Park & Sons Co.
Dred Scott v. Sandford
Drennen v. London Assurance Co.
Drope v. Missouri
Duckworth v. Eagan
Duke Power Co. v. Carolina Environmental Study Group
"Dun & Bradstreet, Inc. v. Greenmoss Builders, Inc."
Dun v. Lumbermen's Credit Ass'n
Dunaway v. New York
Duncan v. Kahanamoku
Duncan v. Louisiana
Dunlop v. Bachowski
Dunn v. Louisiana
Dunn v. Ray
Duplex Printing Press Co. v. Deering
"Dura Pharmaceuticals, Inc. v. Broudo"
Duren v. Missouri
Durham v. United States (1971)
Duro v. Reina
Dusky v. United States
Easley v. Cromartie
Eastern Associated Coal Corp. v. United Mine Workers of America
Eastern Enterprises v. Apfel
Eastland v. United States Servicemen's Fund
"Eastman Kodak Co. v. Image Technical Services, Inc."
